-0.22623,-0.43339,-0.67007,-0.88039,-1,-0.97462,-0.80327,-0.54452,-0.26917,-0.019649,0.19139,0.3654,0.50712,0.62046,0.70777,0.77038,0.80971,0.82661,0.81971
-0.0022997,-0.0032983,-0.080595,-0.36382,-0.76521,-1,-0.96467,-0.78824,-0.5983,-0.44052,-0.31784,-0.21991,-0.13688,-0.063656,0.0013264,0.058276,0.10737,0.14905,0.18392
-0.21716,-0.41634,-0.65698,-0.87408,-1,-0.9897,-0.84021,-0.59371,-0.31301,-0.049291,0.1712,0.34191,0.46657,0.5524,0.60685,0.63688,0.64871,0.64753,0.63751
-0.067705,-0.18989,-0.43911,-0.75534,-0.98497,-1,-0.79197,-0.46303,-0.13702,0.11826,0.29479,0.41007,0.48367,0.52951,0.55622,0.56923,0.57212,0.56756,0.55701
-0.12016,-0.29376,-0.54585,-0.81606,-0.99728,-1,-0.82175,-0.54408,-0.26306,-0.033214,0.13535,0.25389,0.3371,0.39616,0.43835,0.46797,0.4864,0.49359,0.49089
0.27757,0.21554,-0.071204,-0.50305,-0.86752,-1,-0.90026,-0.67253,-0.41857,-0.19363,-0.014009,0.12399,0.23013,0.3131,0.37929,0.43179,0.47123,0.49862,0.51425
-0.17855,-0.34012,-0.55419,-0.78453,-0.95996,-1,-0.8759,-0.63883,-0.37324,-0.137,0.050691,0.19063,0.29047,0.36013,0.40776,0.43878,0.45761,0.46729,0.46927
-0.1171,-0.38959,-0.62923,-0.85432,-1,-0.95771,-0.75882,-0.54081,-0.3849,-0.28878,-0.22542,-0.17518,-0.12935,-0.086389,-0.047115,-0.011866,0.019377,0.046741,0.070003
-0.062138,-0.1001,-0.15865,-0.24725,-0.36112,-0.48593,-0.62703,-0.79926,-0.95954,-1,-0.85715,-0.58677,-0.29633,-0.050761,0.13758,0.2779,0.38282,0.45985,0.51127
-0.13371,-0.27996,-0.49433,-0.74506,-0.94775,-1,-0.8636,-0.60109,-0.31378,-0.066387,0.12367,0.26122,0.3575,0.42404,0.46932,0.49859,0.51529,0.52189,0.51998
